Timestamp,pH,TDS,Turbidity,Conductivity,Temperature
04-01-2024 18:00,5.41943517,1257.038548,7.687902801,848.8043228,31.67552309
04-01-2024 19:00,5.613761918,1401.22629,5,800,19.77537483
04-01-2024 20:00,5.686183904,1708.509442,6.495692564,800,26.03919192
04-01-2024 21:00,7.689723391,825.6414076,1.621676923,231.6943815,20.36668372
04-01-2024 22:00,5.890081392,1308.931515,7.015223646,875.807185,18.5582429
04-01-2024 23:00,7.59521822,572.2799093,2.522630853,363.5563416,21.45689492
05-01-2024 00:00,7.256030029,365.1823928,0.5,290.0177977,15.22690949
05-01-2024 01:00,7.143938507,451.8998562,1.506137325,322.7589983,22.20831282
05-01-2024 02:00,5.832338408,1244.038665,5.067545217,800,26.55694969
05-01-2024 03:00,7.354514306,480.104938,3.400398588,445.5269237,19.6836302
05-01-2024 04:00,6.899513997,311.5239659,0.5,393.0862419,16.84577225
05-01-2024 05:00,5.761966089,1599.083038,5.224838217,1076.713105,31.71478166
05-01-2024 06:00,6.711737269,770.0766772,2.302062271,246.8033716,18.30344406
05-01-2024 07:00,7.019808393,426.6725867,1.990193307,344.6893198,10.17222054
05-01-2024 08:00,7.046406064,1522.992246,9.554589536,879.9914517,22.79311248
05-01-2024 09:00,6.826278366,298.103048,1.882358323,402.6897924,24.78768582
05-01-2024 10:00,7.677955988,503.3698839,4.397767017,418.9164457,16.72733215
05-01-2024 11:00,6.95889763,798.0591668,0.936965693,292.5917423,16.859253
05-01-2024 12:00,7.303934463,548.8694475,2.1307928,412.6613637,15.5814043
05-01-2024 13:00,7.190174019,574.7332623,2.87334856,340.8043217,24.32124192
05-01-2024 14:00,6.673360288,1094.050209,5,975.9801587,26.48100222
05-01-2024 15:00,6.600539795,531.6925538,1.910105244,322.3328228,19.68127357
05-01-2024 16:00,6.692260611,565.7713608,3.096441138,393.6005775,12.15927843
05-01-2024 17:00,6.105577194,1603.59141,5.580720013,991.4863684,21.67446314
05-01-2024 18:00,7.04699508,488.635357,3.64644087,315.4080671,26.64083027
05-01-2024 19:00,5.638978721,1644.542359,7.779713904,1200,15.6924332
05-01-2024 20:00,6.930823689,534.9824197,0.954270213,231.3663573,13.20912539
05-01-2024 21:00,7.237567351,558.0212781,2.743657224,347.4505871,20.69825837
05-01-2024 22:00,6.434902056,1339.694741,5.465365954,1150.689369,26.95096305
05-01-2024 23:00,4.5,1320.490261,5,971.8021771,25.95996894
06-01-2024 00:00,7.341440507,617.6906432,2.8514799,306.3844558,20.96325766
06-01-2024 01:00,7.002931716,543.0993357,3.442788514,459.1805339,26.82763231
06-01-2024 02:00,5.753307138,1357.551138,5,985.8259697,24.6468301
06-01-2024 03:00,7.44532989,404.6663238,0.754292567,494.1942402,16.2199799
06-01-2024 04:00,6.007787626,1351.855139,5.634196865,846.2186209,26.73480148
06-01-2024 05:00,5.977943606,1631.694399,9.088185327,908.663122,38.49020228
06-01-2024 06:00,6.955771513,1424.039712,8.592513419,1129.197236,17.27772545
06-01-2024 07:00,6.003385536,1165.63374,5.849945999,984.1141902,33.00949396
06-01-2024 08:00,5.361247259,1331.361686,5,800,28.9784351
06-01-2024 09:00,7.337991643,521.188571,3.014883596,327.2280385,26.41397484
06-01-2024 10:00,6.268121033,1415.415722,5,800,8.748332619
06-01-2024 11:00,6.671087953,684.0399836,3.697246924,326.8930523,15.69475164
06-01-2024 12:00,5.258407384,1287.358053,5.748361297,1114.427949,25.13588584
06-01-2024 13:00,6.061327791,1513.951784,7.123146941,1017.549071,24.6080665
06-01-2024 14:00,6.418992265,1707.479346,8.755948668,801.2289607,28.57955208
06-01-2024 15:00,7.337754024,462.2691671,1.614751314,486.3376514,14.3392543
06-01-2024 16:00,7.105077465,267.7072552,1.420263679,266.390833,18.87096625
06-01-2024 17:00,6.794494618,726.6732395,2.829106779,296.1426327,16.16838738
06-01-2024 18:00,7.410092964,529.842222,2.477721021,552.2590231,20.79047438
06-01-2024 19:00,6.616100878,1272.624705,6.205381033,949.1389097,23.52259593
06-01-2024 20:00,6.772575544,356.0841145,3.653900734,557.5065039,18.62439286
06-01-2024 21:00,7.668453359,708.2506667,1.06732871,266.5815151,21.57169342
06-01-2024 22:00,7.245118136,542.0241738,1.936052512,302.5821825,26.33980244
06-01-2024 23:00,5.533032165,1245.243884,9.424609375,810.4519453,23.41385806
07-01-2024 00:00,7.801827866,511.6220778,4.177377088,367.1469318,17.49869492
07-01-2024 01:00,7.309979474,556.5650591,2.388491173,276.0228836,16.16977399
07-01-2024 02:00,7.590522387,421.0628215,1.813720864,276.2620097,18.41958519
07-01-2024 03:00,4.710610614,1345.740687,5,1061.344019,25.90556144
07-01-2024 04:00,7.484866241,532.5163346,1.846101612,422.0996953,17.74348568
07-01-2024 05:00,5.307802923,1435.581678,5,962.7322617,15.52582816
07-01-2024 06:00,7.552042157,430.0256931,2.723153055,427.1401795,33.96104434
07-01-2024 07:00,5.667660436,1369.970434,5.870257118,1035.11627,20.39141082
07-01-2024 08:00,7.642962105,653.2074943,2.395657207,300.8043095,13.6422574
07-01-2024 09:00,7.548949126,406.6025957,3.381407529,414.5587712,19.54015767
07-01-2024 10:00,4.829696866,1277.782988,5,981.9598428,13.04009055
07-01-2024 11:00,7.216994977,458.1674909,2.480126365,353.3719055,23.17664598
07-01-2024 12:00,5.5653852,1504.799791,6.525283976,1013.040166,27.19011803
07-01-2024 13:00,7.026928903,497.8321594,2.639060399,413.5967751,23.77479383
07-01-2024 14:00,6.254306093,1321.454752,5.95321208,800,21.57976985
07-01-2024 15:00,5.592455632,1356.716258,5,800,25.69096374
07-01-2024 16:00,4.5,1361.101703,5,995.7276061,38.45157504
07-01-2024 17:00,5.206882595,1096.667491,7.583490548,800,26.0306769
07-01-2024 18:00,7.517136668,545.268785,2.163745261,344.2609297,27.66436678
07-01-2024 19:00,6.502661183,1456.047189,5,800,26.61816236
07-01-2024 20:00,5.954069954,1262.679094,5,1004.577393,26.43633965
07-01-2024 21:00,6.947612881,1505.187456,5.250754361,800,19.10654434
07-01-2024 22:00,5.460437721,1254.321937,6.245457815,936.1614118,24.10398673
07-01-2024 23:00,6.824665927,502.8721666,2.83260751,316.3104873,25.63675045
08-01-2024 00:00,6.989047072,678.8761269,2.517613252,268.1394973,22.06808129
08-01-2024 01:00,6.695801863,1523.613699,8.137099117,939.1299262,33.99869146
08-01-2024 02:00,5.004242703,1598.385262,5,1138.034949,27.34798242
08-01-2024 03:00,5.365908027,1245.837274,8.41500639,968.2763505,15.24128695
08-01-2024 04:00,5.208004583,1390.428214,7.813741069,960.9127665,34.70873061
08-01-2024 05:00,7.183567952,1101.362038,5,887.754846,28.10466698
08-01-2024 06:00,7.234268295,434.4920396,5,379.096473,25.24199944
08-01-2024 07:00,5.887885367,1000,5,1083.174863,23.56148556
08-01-2024 08:00,5.421970941,1059.771905,5,800,24.23750161
08-01-2024 09:00,5.740767463,1132.465163,5,1116.016518,17.84135152
08-01-2024 10:00,6.033291346,1082.562386,5,869.9675,24.76625273
08-01-2024 11:00,6.5,512.8530742,2.779267838,347.3739207,22.98768853
08-01-2024 12:00,6.61122362,1555.559526,5,836.3286124,22.12331316
08-01-2024 13:00,6.848966092,417.7596808,0.5,374.3134655,15.42261485
08-01-2024 14:00,4.638742024,1433.994908,5.327866607,800,27.32131872
08-01-2024 15:00,7.251954278,518.9569369,0.964959752,330.912778,6.436937181
08-01-2024 16:00,5.568398455,1660.992538,8.225596391,1142.217488,23.25786025
08-01-2024 17:00,7.543126213,432.4716103,1.433765068,497.8071898,11.03461801
08-01-2024 18:00,6.962857663,861.8923132,1.127140549,211.9401294,8.107841701
08-01-2024 19:00,7.350275156,460.3227738,1.704442932,139.5250494,28.46173286
08-01-2024 20:00,6.942852733,496.370659,3.022142546,292.3580424,18.47277649
08-01-2024 21:00,5.738808007,1656.247731,7.670666871,853.2438611,31.16141915
08-01-2024 22:00,7.154464471,453.6186384,2.169879906,423.0958976,14.79900645
08-01-2024 23:00,5.761136644,1663.201484,5.930855549,914.6126015,16.29117944
09-01-2024 00:00,7.15979485,294.7527442,3.794985585,418.5857819,13.81760857
09-01-2024 01:00,6.435970102,1702.856147,6.946673351,1200,29.79626688
09-01-2024 02:00,5.544509201,1449.058349,7.246471793,800,23.38175478
09-01-2024 03:00,7.017146339,559.0695947,2.654493666,225.017966,21.77669098
09-01-2024 04:00,7.375178456,465.4398929,0.5,485.1015752,12.61868728
09-01-2024 05:00,6.380173987,1447.546346,5.461012489,868.0710176,29.60968301
09-01-2024 06:00,6.5,423.0205453,3.215872745,170.1785261,24.32034991
09-01-2024 07:00,5.629224697,1379.198154,7.319699224,1000.945531,26.2239231
09-01-2024 08:00,7.421539974,495.8727642,3.11021617,245.980628,24.77042551
09-01-2024 09:00,6.193140177,1521.080901,8.659068488,1145.993502,27.38648004
09-01-2024 10:00,6.184924987,1535.593994,5.837088024,1030.354691,33.54881626
09-01-2024 11:00,5.593998894,1423.670013,5,853.6134139,31.05819813
09-01-2024 12:00,7.049472887,603.9658411,2.809998983,469.3112946,18.3348119
09-01-2024 13:00,7.05842044,359.6841947,2.783751024,341.9082662,22.6037806
09-01-2024 14:00,7.327249784,372.2890349,2.411908756,199.7129391,20.27599621
09-01-2024 15:00,5.52689693,1480.147451,7.450837654,1068.935728,27.19742914
09-01-2024 16:00,7.049383733,444.5709607,2.888312005,288.7016729,22.40304297
09-01-2024 17:00,5.573545959,1584.944361,5,1200,36.52044892
09-01-2024 18:00,5.620182366,1059.044851,5,1013.827165,30.76106832
09-01-2024 19:00,6.289452692,1269.71149,9.988247481,929.0698071,24.18543903
09-01-2024 20:00,6.966654994,813.4308083,2.572874098,530.1430099,23.88468351
09-01-2024 21:00,7.633129381,392.6360016,3.070507208,239.1887542,16.65772545
09-01-2024 22:00,7.238431324,660.9467072,2.102804684,501.5444808,14.66983914
09-01-2024 23:00,5.992112713,1486.072528,5,875.4549494,15.99614649
10-01-2024 00:00,7.238766355,423.017965,3.234637545,401.9358746,19.99142923
10-01-2024 01:00,7.334312568,570.8003406,2.68641617,329.6538859,20.48577894
10-01-2024 02:00,7.526685179,662.8973174,1.512126659,100,18.3609677
10-01-2024 03:00,5.077651811,1424.295716,5,840.1947326,27.72629242
10-01-2024 04:00,6.14624331,1784.702698,5,1145.251075,34.71792044
10-01-2024 05:00,6.005895133,1184.97939,9.354479186,1017.495636,27.97254501
10-01-2024 06:00,6.910522962,120.4568716,2.752568846,305.1457163,15.92800906
10-01-2024 07:00,5.199622377,1000,5,1038.653605,24.2435048
10-01-2024 08:00,6.951830717,539.0482758,1.520278775,335.8474247,12.50409399
10-01-2024 09:00,5.557505704,1413.781227,5,800,32.55641562
10-01-2024 10:00,5.375998538,1309.851945,7.196344301,800,24.84703468
10-01-2024 11:00,7.400901765,444.5584496,1.35899149,454.006182,15.50986387
10-01-2024 12:00,5.178422843,1031.616184,5.661342286,997.6996428,28.71144254
10-01-2024 13:00,6.160439809,1404.620869,5,808.8718635,22.0657866
10-01-2024 14:00,7.132961164,323.1440313,1.719800871,246.2933926,19.69451246
10-01-2024 15:00,7.609242129,699.3399979,3.071179406,411.2790742,12.60401991
10-01-2024 16:00,7.887282772,365.7395237,2.979827035,257.7587015,19.71364795
10-01-2024 17:00,6.118205741,1305.948857,5.337521382,942.3674646,28.60960626
10-01-2024 18:00,6.918429118,1206.303271,5,1081.241211,30.86348789
10-01-2024 19:00,5.976011222,1201.781773,5,800.5361739,28.50110956
10-01-2024 20:00,6.142684745,1203.810655,5,830.6056085,20.12969922
10-01-2024 21:00,6.798785093,1394.23668,6.684901758,831.5256586,36.96506147
10-01-2024 22:00,6.97338512,300.4529561,2.678476664,194.1213005,22.59109475
10-01-2024 23:00,5.696575026,1435.114817,8.221506345,800,36.17713717
11-01-2024 00:00,6.799997956,1414.333711,7.441278463,1019.886969,25.0490687
11-01-2024 01:00,5.191501469,1603.078466,6.880988992,1151.387818,27.71827064
11-01-2024 02:00,7.163715555,689.5560016,2.038830268,515.3309637,8.772070512
11-01-2024 03:00,7.033923527,551.3506752,2.152697711,491.2026879,21.38776257
11-01-2024 04:00,5.497522796,1312.950361,6.599343955,879.8703466,22.15184962
11-01-2024 05:00,7.317995352,463.7753831,1.533412109,314.4025916,19.66384846
11-01-2024 06:00,5.699911156,1417.839639,5,875.0636892,25.21602024
11-01-2024 07:00,5.786781956,1445.405772,10,850.0440336,33.17523835
11-01-2024 08:00,5.671844055,1630.333117,8.72721459,942.5891831,27.52696688
11-01-2024 09:00,5.722673573,1331.781414,8.377612482,800,20.54651957
11-01-2024 10:00,7.849500703,613.6882775,0.5,390.6056122,22.00000003
11-01-2024 11:00,6.134445134,1023.403311,8.006731785,800,27.20619911
11-01-2024 12:00,7.17118203,339.3419481,3.323279916,391.746509,28.33628421
11-01-2024 13:00,7.581466528,501.0199767,2.41628204,351.5697796,17.2510532
11-01-2024 14:00,5.924493279,1384.415453,6.033401735,869.961926,22.97206322
11-01-2024 15:00,7.82262024,479.3942317,1.743236023,454.6911794,26.73049897
11-01-2024 16:00,7.183324599,475.5810641,2.611372602,603.9381623,24.81251443
11-01-2024 17:00,7.1558994,701.2213873,2.919705608,326.9413601,19.74599606
11-01-2024 18:00,7.287921742,550.7725765,1.461456179,420.3440133,23.62295889
11-01-2024 19:00,7.463208687,493.1883173,1.951799702,392.8342051,30.45547136
11-01-2024 20:00,7.370930184,574.9527665,3.616833776,246.3690753,33.33452611
11-01-2024 21:00,5.354603192,1527.374032,5.819514237,1136.971044,25.70254452
11-01-2024 22:00,7.617600686,454.6931751,1.990786637,315.817818,18.20520807
11-01-2024 23:00,6.788726563,1275.465647,8.185075667,1182.868277,20.37677991
12-01-2024 00:00,5.355860648,1638.105929,5,1200,27.25385209
12-01-2024 01:00,5.626011187,1169.754668,5,818.5801542,24.84329424
12-01-2024 02:00,5.849106601,1355.266686,5.612010415,805.880825,29.32679355
12-01-2024 03:00,6.868042227,534.6051359,1.674346317,297.079899,21.6888305
12-01-2024 04:00,7.412325581,552.1514725,3.501824854,479.0758424,19.83976253
12-01-2024 05:00,5.517546941,1525.118261,7.322305857,800,17.05886451
12-01-2024 06:00,6.801544185,324.5124746,1.537267435,328.1133748,24.10116199
12-01-2024 07:00,7.091267718,365.6980516,1.508303337,353.1491562,21.18111823
12-01-2024 08:00,6.86903749,532.2069775,1.655675963,366.6655817,14.14537553
12-01-2024 09:00,7.743734567,487.771599,1.947079163,422.4136559,16.85393925
12-01-2024 10:00,5.477212883,1313.91446,7.652906222,834.7897548,24.61045977
12-01-2024 11:00,7.207374497,1454.503598,5,1101.88125,26.38710556
12-01-2024 12:00,7.059247304,444.4983455,1.114012058,349.0155191,24.04632349
12-01-2024 13:00,6.513535877,1378.524276,5,1088.832931,25.27604004
12-01-2024 14:00,5.958253351,1462.994374,5,800,28.61388387
12-01-2024 15:00,7.118182929,723.4795158,1.38595355,362.3479809,28.99240044
12-01-2024 16:00,5.922878726,1703.223236,5,1200,27.62572329
12-01-2024 17:00,6.907238024,282.3236465,3.752842634,303.3241188,18.67727051
12-01-2024 18:00,7.18371154,375.7254463,2.712739776,328.861577,15.31703997
12-01-2024 19:00,7.650227937,542.0954607,2.111653062,215.1822955,22.79361918
12-01-2024 20:00,6.222601726,1454.782217,5,955.3578073,24.8763229
12-01-2024 21:00,6.897574107,479.8581257,3.574318013,510.7578306,19.03286186
12-01-2024 22:00,6.824538173,489.9232565,4.684096733,520.4592093,12.67512627
12-01-2024 23:00,7.221469871,549.0117147,3.568379334,167.9239722,18.92106437
13-01-2024 00:00,6.903422668,514.3016299,4.313407699,385.9738975,17.92684746
13-01-2024 01:00,7.056247729,496.7949058,2.817453261,242.9808437,20.24664083
13-01-2024 02:00,6.262278157,1271.635719,8.739562204,830.9150955,28.06442036
13-01-2024 03:00,5.532014172,1238.207221,5.907006838,1040.836325,23.59488401
13-01-2024 04:00,6.648904398,1402.00423,8.252786899,921.2984176,29.37120085
13-01-2024 05:00,6.07624939,1146.673601,6.035664509,841.3667599,28.14469555
13-01-2024 06:00,5.582500598,1323.861075,6.817221495,829.0961583,20.41680653
13-01-2024 07:00,6.403846624,1593.58639,5,800,22.17848527
13-01-2024 08:00,7.006464074,420.6420984,3.192722755,351.4149265,17.51322814
13-01-2024 09:00,6.023588912,1046.388656,5,1045.03761,26.41000271
13-01-2024 10:00,5.74973014,1142.099986,6.327848127,800,29.22703278
13-01-2024 11:00,5.540619289,1564.597718,5.919925585,801.3062809,24.18037012
13-01-2024 12:00,6.545717538,1489.539253,5,925.5623126,27.6986184
13-01-2024 13:00,5.992558037,1406.324395,6.496610951,1106.434796,23.3459474
13-01-2024 14:00,6.950714965,640.6355206,1.966399694,335.8470363,27.12313866
13-01-2024 15:00,6.86974336,1059.87455,5,992.7610824,27.26637021
13-01-2024 16:00,7.292189856,380.5961215,1.55449312,155.0628245,14.32989907
13-01-2024 17:00,4.5,1508.00356,8.244406667,1014.508962,20.91209207
13-01-2024 18:00,5.381581463,1693.288478,7.777975498,952.2142938,21.40728647
13-01-2024 19:00,7.69466277,1267.461703,7.058599868,917.2728472,26.87108367
13-01-2024 20:00,7.138925892,569.4932795,3.3920676,250.7421993,17.78196585
13-01-2024 21:00,6.0858581,1723.304331,5,1040.146761,21.25964098
13-01-2024 22:00,5.892419105,1230.889565,6.389935412,800,22.47642269
13-01-2024 23:00,7.419792023,627.2646323,3.734751914,462.4932545,23.37568528
14-01-2024 00:00,6.652110963,1294.459718,9.750450777,800,26.57354971
14-01-2024 01:00,7.501887843,496.1638532,2.450970659,512.3884993,17.41692901
14-01-2024 02:00,5.104838042,1420.623516,8.645852321,1115.993106,28.33677642
14-01-2024 03:00,6.973810623,348.7167974,2.324621544,218.1031502,26.87305634
14-01-2024 04:00,7.16105379,500.5543508,3.01990214,228.5193864,14.39616175
14-01-2024 05:00,7.178519622,685.6157202,1.401379575,294.6822755,17.6156177
14-01-2024 06:00,6.725365977,1466.79303,7.558261251,800,29.32635579
14-01-2024 07:00,7.297839907,563.8830809,1.928253958,452.9440556,24.98529678
14-01-2024 08:00,4.675064762,1324.075101,6.473434242,847.9704018,22.88281708
14-01-2024 09:00,6.205814229,1722.573674,5.923730862,800,26.30812632
14-01-2024 10:00,5.75272696,1230.792065,6.695347084,806.2338869,21.18688542
14-01-2024 11:00,6.863183394,573.8028272,3.478889559,179.809777,29.35537241
14-01-2024 12:00,7.469879963,452.1419097,4.176393027,398.6184792,15.3543183
14-01-2024 13:00,6.640900208,1397.95888,6.226668928,800,25.15891952
14-01-2024 14:00,7.264228123,630.6945946,4.781651837,445.1306244,16.63104947
14-01-2024 15:00,5.000392935,1277.357622,5.233810158,800,32.16494138
14-01-2024 16:00,7.570827953,470.5300125,3.429409985,187.661747,15.82864328
14-01-2024 17:00,7.115797477,205.6061462,2.991505647,352.0106467,21.79840424
14-01-2024 18:00,7.565628556,361.3301018,1.346307719,338.0380376,23.6224553
14-01-2024 19:00,7.15852071,417.3221426,1.639614989,214.7491311,16.84534583
14-01-2024 20:00,4.796943236,1137.506539,5,817.2393222,29.11171149
14-01-2024 21:00,5.731844703,1453.755158,5.774037754,800,35.4313205
14-01-2024 22:00,7.333145828,741.8417387,3.68673462,283.4577702,14.98280548
14-01-2024 23:00,5.568386321,1411.721783,5,929.6058908,21.36502587
15-01-2024 00:00,7.130719641,484.511786,3.282873735,424.6611365,25.53115779
15-01-2024 01:00,7.542846844,436.0463606,3.548707126,348.3389658,22.7598213
15-01-2024 02:00,6.795544373,611.6287957,0.861970943,327.5146944,21.66684926
15-01-2024 03:00,7.129753988,474.4723066,3.056553125,328.5932302,18.92924845
15-01-2024 04:00,6.76559583,496.4671774,3.387503967,360.7057453,21.23740274
15-01-2024 05:00,7.025076768,643.2950837,1.938442254,118.5955934,15.37821333
15-01-2024 06:00,7.251124867,476.1432184,2.182649508,290.8721991,26.05337276
15-01-2024 07:00,7.461020319,469.7762699,4.058789184,453.8606069,26.57037491
15-01-2024 08:00,7.153296829,369.9304676,0.932140575,385.1165468,25.78416891
15-01-2024 09:00,5.609992272,1308.464601,10,1071.134397,17.07836211
15-01-2024 10:00,6.679126302,1367.646544,5.585676622,1027.505459,23.15558449
15-01-2024 11:00,6.968152436,549.7970496,0.843376792,588.8371993,20.06111774
15-01-2024 12:00,5.901848661,1284.493147,5.259955068,800,26.0242865
15-01-2024 13:00,6.973974639,557.4483477,3.085299437,314.9221794,24.16589716
15-01-2024 14:00,7.216717474,607.3071973,0.957198485,364.9597958,17.04490772
15-01-2024 15:00,6.997082309,385.5070844,2.811109991,379.353753,17.10770136
